prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,0,6,,1,1234120030108020,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108020,,,,8,1,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,137,33311,4175.2923939,200316128301wd,,0,1234120030108020,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,0,6,,1,1234120030108021,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108021,,,,8,1,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,139,33311,4175.2923939,200316128301wd,,0,1234120030108021,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,0,6,,1,1234120030108022,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108022,,,,8,1,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,141,33311,4175.2923939,200316128301wd,,0,1234120030108022,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,99,Y,1,1,,1.5,1234120030108023,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108023,,,,8,1,,PALM BEACH,20MAR200310:09,1,8,1,,,,0,0,1,8,8,219,33463,4175.2923939,200316128301wd,,0,1234120030108023,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,99,Y,1,1,,1.5,1234120030108024,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108024,,,,8,1,,PALM BEACH,20MAR200310:09,1,8,1,,,,0,0,1,8,8,221,33463,4175.2923939,200316128301wd,,0,1234120030108024,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,99,Y,1,1,,1.5,1234120030108025,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108025,,,,8,1,,PALM BEACH,20MAR200310:09,1,8,1,,,,0,0,1,8,8,223,33463,4175.2923939,200316128301wd,,0,1234120030108025,05/04/2021
,,200316128301wd,1234120030108117,0,1,1,,1,1,11,99,Y,1,1,,1.5,1234120030108026,7,1,3,0,2,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108026,1,3,0,8,1,,PALM BEACH,20MAR200310:09,1,1,1,,,,0,0,1,8,8,227,33463,4175.2923939,200316128301wd,,0,1234120030108026,05/04/2021
,,200316128301wd,1234120030108117,0,1,1,,1,1,11,11,Y,4,12,,1,1234120030108027,7,1,3,1,2,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108027,1,2,0,8,2,,BROWARD,20MAR200310:09,1,1,1,,,,0,0,1,8,8,310,33068,4175.2923939,200316128301wd,,0,1234120030108027,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,4,12,,1,1234120030108028,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108028,,,,8,2,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,314,33068,4175.2923939,200316128301wd,,0,1234120030108028,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,4,12,,1,1234120030108029,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108029,,,,8,2,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,316,33062,4175.2923939,200316128301wd,,0,1234120030108029,05/04/2021
,,200316128301wd,1234120030108117,,1,1,,2,1,11,11,Y,4,12,,1,1234120030108030,7,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030108,01,wd,,1234120030108030,,,,8,2,,BROWARD,20MAR200310:09,1,8,1,,,,0,0,1,8,8,318,33311,4175.2923939,200316128301wd,,0,1234120030108030,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,4,8,,2,1234120030109011,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109011,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2235,33012,4175.2923939,200316128301wd,,0,1234120030109011,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,4,8,,2,1234120030109012,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109012,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2237,33012,4175.2923939,200316128301wd,,0,1234120030109012,05/04/2021
,FLORIDA POMPANO,200316128301wd,123412003010986279,0,1,1,,1,1,86,86,Y,1,30,,4,1234120030109013,279,1,3,0,1,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109013,1,1,0,8,2,,MIAMI-DADE,20MAR200310:09,1,1,1,,,,8835280901,0,1,8,8,2350,33018,4175.2923939,200316128301wd,,0,1234120030109013,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,1,30,,4,1234120030109014,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109014,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2353,33018,4175.2923939,200316128301wd,,0,1234120030109014,05/04/2021
,SPANISH MACKEREL,200316128301wd,123412003010986279,0,1,1,,2,1,86,86,Y,15,150,,5,1234120030109015,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109015,1,0,2,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,8850030502,0,1,8,8,106,33312,4175.2923939,200316128301wd,,0,1234120030109015,05/04/2021
,,200316128301wd,123412003010986279,0,1,1,,2,1,86,86,Y,5,10,,1.5,1234120030109016,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109016,1,0,6,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,132,33162,4175.2923939,200316128301wd,,0,1234120030109016,05/04/2021
,,200316128301wd,123412003010986279,0,1,1,,2,1,86,86,Y,5,10,,1.5,1234120030109017,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109017,1,0,6,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,134,33169,4175.2923939,200316128301wd,,0,1234120030109017,05/04/2021
,,200316128301wd,123412003010986279,0,1,1,,1,4,86,86,Y,8,12,,4,1234120030109018,279,1,3,0,4,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,1,4,0,8,2,,MIAMI-DADE,20MAR200310:09,1,2,1,,,,0,0,1,8,2,141,33156,4175.2923939,200316128301wd,,0,1234120030109018,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,3,0,86,86,Y,8,30,,4,1234120030109019,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,145,33155,4175.2923939,200316128301wd,,0,1234120030109018,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,3,0,86,86,Y,4,15,,4,1234120030109020,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109018,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,147,33155,4175.2923939,200316128301wd,,0,1234120030109018,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,4,4,,4,1234120030109021,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030109,01,wd,,1234120030109021,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,150,33156,4175.2923939,200316128301wd,,0,1234120030109021,05/04/2021
,,200316128301wd,123412003010986279,0,1,1,,1,1,86,86,Y,5,12,,6,1234120030109022,279,1,3,0,2,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109022,1,2,0,8,2,,MIAMI-DADE,20MAR200310:09,1,1,1,,,,0,0,1,8,8,212,33157,4175.2923939,200316128301wd,,0,1234120030109022,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109023,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109023,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,214,33157,4175.2923939,200316128301wd,,0,1234120030109023,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109024,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109024,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,216,33157,4175.2923939,200316128301wd,,0,1234120030109024,05/04/2021
,,200316128301wd,123412003010986279,,1,1,,2,1,86,86,Y,5,12,,6,1234120030109025,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030109,01,wd,,1234120030109025,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,217,33157,4175.2923939,200316128301wd,,0,1234120030109025,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,7,,3,1234120030112014,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112014,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2305,33127,3347.9463717,200316128301we,,0,1234120030112014,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,7,,3,1234120030112015,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112015,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2306,33127,3347.9463717,200316128301we,,0,1234120030112015,05/04/2021
,,200316128301we,123412003011286279,0,1,1,,2,1,86,86,Y,2,6,,2,1234120030112016,279,1,3,1,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112016,1,0,10,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2308,33055,3347.9463717,200316128301we,,0,1234120030112016,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,6,,2,1234120030112017,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112017,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2310,33055,3347.9463717,200316128301we,,0,1234120030112017,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,6,,2,1234120030112018,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112018,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,2312,33055,3347.9463717,200316128301we,,0,1234120030112018,05/04/2021
,,200316128301we,123412003011286279,0,1,1,,1,4,86,86,Y,4,12,,2,1234120030112019,279,1,3,0,6,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,1,6,0,8,2,,MIAMI-DADE,20MAR200310:09,1,2,1,,,,0,0,1,1,2,18,33010,3347.9463717,200316128301we,,0,1234120030112019,05/04/2021
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112020,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,22,33010,3347.9463717,200316128301we,,0,1234120030112019,05/04/2021
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112021,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,24,33010,3347.9463717,200316128301we,,0,1234120030112019,05/04/2021
,,200316128301we,123412003011286279,,1,1,,3,0,86,86,Y,4,12,,2,1234120030112022,279,1,3,0,0,1,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112019,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,26,33010,3347.9463717,200316128301we,,0,1234120030112019,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112023,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112023,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,217,33155,3347.9463717,200316128301we,,0,1234120030112023,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112024,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112024,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,220,33155,3347.9463717,200316128301we,,0,1234120030112024,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,4,,6,1234120030112025,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112025,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,221,33155,3347.9463717,200316128301we,,0,1234120030112025,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,2,5,,4,1234120030112026,279,1,3,0,0,0,0,,,6,12,12,6,2,1,2003,,1234120030112,01,we,,1234120030112026,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,349,33012,3347.9463717,200316128301we,,0,1234120030112026,05/04/2021
,,200316128301we,123412003011286279,0,1,1,,1,1,86,86,Y,2,5,,4,1234120030112027,279,1,3,0,5,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112027,1,5,0,8,1,,MIAMI-DADE,20MAR200310:09,1,1,1,,,,0,0,1,1,8,352,33012,3347.9463717,200316128301we,,0,1234120030112027,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,0,0,,4,1234120030112028,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112028,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,355,33010,3347.9463717,200316128301we,,0,1234120030112028,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,20,80,,1,1234120030112029,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112029,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,415,33144,3347.9463717,200316128301we,,0,1234120030112029,05/04/2021
,,200316128301we,123412003011286279,,1,1,,2,1,86,86,Y,10,24,,1,1234120030112030,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030112,01,we,,1234120030112030,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,1,8,418,33144,3347.9463717,200316128301we,,0,1234120030112030,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113010,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113010,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2303,33016,4175.2923939,200316128301wd,,0,1234120030113010,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113011,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113011,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2305,33016,4175.2923939,200316128301wd,,0,1234120030113011,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113012,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113012,,,,8,1,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2307,33016,4175.2923939,200316128301wd,,0,1234120030113012,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113013,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113013,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2308,33016,4175.2923939,200316128301wd,,0,1234120030113013,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113014,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113014,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2310,33016,4175.2923939,200316128301wd,,0,1234120030113014,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113015,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113015,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2312,33016,4175.2923939,200316128301wd,,0,1234120030113015,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,86,Y,5,100,,3,1234120030113016,279,1,3,0,0,0,0,,,6,12,12,6,1,1,2003,,1234120030113,01,wd,,1234120030113016,,,,8,2,,MIAMI-DADE,20MAR200310:09,1,8,1,,,,0,0,1,8,8,2313,33016,4175.2923939,200316128301wd,,0,1234120030113016,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113017,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113017,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,4,99997,3128.0960018,200316128301wd,,0,1234120030113017,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113018,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113018,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,6,99997,3128.0960018,200316128301wd,,0,1234120030113018,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113019,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113019,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,8,99997,3128.0960018,200316128301wd,,0,1234120030113019,05/04/2021
,,200316128301wd,123412003011386279,,1,1,,2,1,86,998,O,2,2,,3,1234120030113020,279,1,3,0,0,0,0,,,0,12,99,6,1,1,2003,,1234120030113,01,wd,,1234120030113020,,,,8,2,,,20MAR200310:09,1,8,1,,,,0,0,1,8,8,10,99997,3128.0960018,200316128301wd,,0,1234120030113020,05/04/2021
