prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,AMERICAN SHAD,19873498305we,108331987052311751,0,3,5,,2,1,11,11,Y,7,50,,3.5,1083319870523005,751,5,3,3,0,0,,,,4,9,9,4,1,3,1987,1083319870523,05,we,,,1083319870523005,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8747010101,,1,88,8,1247,1,44,5748.7899362,19873498305we,,0,1083319870523005,05/05/2021
,,19873498305we,108331987052311757,,3,5,,2,1,11,11,Y,0,0,,4,1083319870523006,757,5,3,0,0,0,,,,4,9,9,4,1,3,1987,1083319870523,05,we,,,1083319870523006,,,,8,1,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1302,1,47,15286.463987,19873498305we,,0,1083319870523006,05/05/2021
,,19873498305we,108331987052311751,,3,5,,2,1,11,3,O,0,0,,0.5,1083319870523007,751,5,3,0,0,0,,,,4,9,23,4,1,3,1987,1083319870523,05,we,,,1083319870523007,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1420,1,24,9537.3437067,19873498305we,,0,1083319870523007,05/05/2021
,,19873498305we,108331987052311751,,3,5,,2,1,11,3,O,0,0,,0.5,1083319870523008,751,5,3,0,0,0,,,,4,9,23,4,1,3,1987,1083319870523,05,we,,,1083319870523008,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1432,0,50,9537.3437067,19873498305we,,0,1083319870523008,05/05/2021
,,19873498305we,108331987052311751,,3,5,,2,1,11,3,O,0,0,,0.5,1083319870523009,751,5,3,0,0,0,,,,4,9,23,4,1,3,1987,1083319870523,05,we,,,1083319870523009,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1449,0,17,9537.3437067,19873498305we,,0,1083319870523009,05/05/2021
,AMERICAN SHAD,19873498305we,108331987052311751,0,3,5,,2,1,11,3,Y,9,10,,2.5,1083319870523010,751,5,3,1,0,0,,,,4,9,9,4,1,3,1987,1083319870523,05,we,,,1083319870523010,1,,,8,9,,,08MAR92:09:17,8,8,1,,,,8747010101,,1,88,8,1553,0,23,5748.7899362,19873498305we,,0,1083319870523010,05/05/2021
,AMERICAN SHAD,19873498305we,108331987052311757,0,3,5,,2,1,11,3,Y,15,15,,5.5,1083319870523011,757,5,3,2,0,0,,,,4,9,9,4,1,3,1987,1083319870523,05,we,,,1083319870523011,1,,,8,9,,,08MAR92:09:17,8,8,1,,,,8747010101,,1,88,8,1637,0,17,15286.463987,19873498305we,,0,1083319870523011,05/05/2021
,,19873498305we,108331987052311751,0,3,5,,2,1,11,11,Y,50,100,,7.5,1083319870523012,751,5,3,4,0,0,,,,4,9,9,4,1,3,1987,1083319870523,05,we,,,1083319870523012,1,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1645,0,72,5748.7899362,19873498305we,,0,1083319870523012,05/05/2021
,,19873498305we,110401987052311736,0,4,5,,2,1,11,11,Y,2,2,,2.5,1104019870523001,736,3,3,1,0,0,,,,4,9,9,4,1,3,1987,1104019870523,05,we,,,1104019870523001,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1010,1,24,15286.463987,19873498305we,,0,1104019870523001,05/05/2021
,,19873498305we,110401987052311736,,4,5,,2,1,11,11,Y,1,1,,1,1104019870523005,736,3,3,0,0,0,,,,4,9,9,4,1,3,1987,1104019870523,05,we,,,1104019870523005,,,,8,1,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1400,1,25,15286.463987,19873498305we,,0,1104019870523005,05/05/2021
,,19873498305we,110401987052411643,,4,5,,2,1,11,3,Y,10,20,,4,1104019870524001,643,2,3,0,0,0,,,,4,9,9,4,1,3,1987,1104019870524,05,we,,,1104019870524001,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1500,1,30,15286.463987,19873498305we,,0,1104019870524001,05/05/2021
,TAUTOG,19873498606we,108331987060611651,0,1,1,,1,1,11,9,O,10,20,,6,1083319870606002,651,6,6,0,13,0,,,,4,9,25,4,1,3,1987,1083319870606,06,we,,,1083319870606002,1,2,0,8,9,,,08MAR92:09:17,1,1,1,,,,8839010101,,1,88,8,1132,1,34,180.41235082,19873498606we,,0,1083319870606002,05/05/2021
,WINTER FLOUNDER,19873498606we,108331987060611651,0,1,1,,2,1,11,11,Y,5,30,,6.5,1083319870606003,651,6,6,1,0,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606003,1,0,13,8,9,,,08MAR92:09:17,1,8,1,,,,8857042001,,1,88,8,1204,0,32,119.14359931,19873498606we,,0,1083319870606003,05/05/2021
,,19873498606we,108331987060611651,0,1,1,,2,1,11,11,Y,5,20,,2,1083319870606004,651,7,6,1,0,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606004,1,0,6,8,9,,,08MAR92:09:17,1,8,1,,,,,,1,88,8,1210,0,30,4.8034855868,19873498606we,,0,1083319870606004,05/05/2021
,BLUEFISH,19873498606we,108331987060611651,0,1,1,,1,1,11,3,Y,2,30,,4,1083319870606006,651,7,6,0,7,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606006,1,7,0,8,1,,,08MAR92:09:17,1,1,1,,,,8835250101,,1,88,8,1315,0,56,4.8034855868,19873498606we,,0,1083319870606006,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,0,1,2,,2,1,11,3,Y,7,7,,8,1083319870606010,651,7,6,5,0,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606010,1,0,25,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1423,0,42,2028.8965396,19873498606we,,0,1083319870606010,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,,1,2,,2,1,11,3,Y,7,7,,8,1083319870606011,651,7,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606011,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1440,0,17,2028.8965396,19873498606we,,0,1083319870606011,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,0,1,2,,2,1,11,27,O,0,1,,10,1083319870606017,651,7,6,3,0,0,,,,4,9,25,4,1,3,1987,1083319870606,06,we,,,1083319870606017,1,0,73,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1732,0,23,750.21535808,19873498606we,,0,1083319870606017,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,,1,2,,2,1,11,27,O,1,1,,10,1083319870606018,651,7,6,0,0,0,,,,4,9,25,4,1,3,1987,1083319870606,06,we,,,1083319870606018,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1740,0,24,750.21535808,19873498606we,,0,1083319870606018,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,,1,2,,2,1,11,3,O,0,0,,10,1083319870606019,651,7,6,0,0,0,,,,4,9,23,4,1,3,1987,1083319870606,06,we,,,1083319870606019,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1745,0,27,750.21535808,19873498606we,,0,1083319870606019,05/05/2021
,ATLANTIC COD,19873498606we,108331987060611651,,1,2,,2,1,11,1,O,0,0,,10,1083319870606020,651,7,6,0,0,0,,,,4,9,23,4,1,3,1987,1083319870606,06,we,,,1083319870606020,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1753,0,20,750.21535808,19873498606we,,0,1083319870606020,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,13,O,0,0,,5,1104019870531001,663,6,6,0,0,0,,,,4,9,25,4,1,3,1987,1104019870531,05,we,,,1104019870531001,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1400,1,26,52.977337806,19873498605we,,0,1104019870531001,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,15,Y,0,0,,5,1104019870531002,663,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531002,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1410,1,46,34.986023294,19873498605we,,0,1104019870531002,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,11,Y,2,6,,5,1104019870531003,663,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531003,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1420,1,40,34.986023294,19873498605we,,0,1104019870531003,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,0,1,2,,1,1,11,31,O,0,0,,5,1104019870531004,663,6,6,0,6,0,,,,5,9,36,4,1,3,1987,1104019870531,05,we,,,1104019870531004,1,4,0,8,1,,,08MAR92:09:17,2,1,1,,,,8791030402,,1,88,8,1445,1,53,52.977337806,19873498605we,,0,1104019870531004,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,3,Y,0,0,,5,1104019870531005,663,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531005,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1500,1,34,34.986023294,19873498605we,,0,1104019870531005,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,0,1,2,,2,1,11,37,O,10,50,,5,1104019870531006,663,6,6,1,0,0,,,,1,9,6,4,8,3,1987,1104019870531,05,we,,,1104019870531006,1,0,1,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,2,88,8,1510,1,27,52.977337806,19873498605we,,0,1104019870531006,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,0,1,2,,1,1,11,3,Y,0,0,,5,1104019870531007,663,6,6,0,1,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531007,1,1,0,8,1,,,08MAR92:09:17,2,1,1,,,,8791030402,,1,88,8,1520,1,43,34.986023294,19873498605we,,0,1104019870531007,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,3,Y,0,0,,5,1104019870531008,663,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531008,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1530,1,25,34.986023294,19873498605we,,0,1104019870531008,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,,1,2,,2,1,11,13,O,0,0,,5,1104019870531009,663,6,6,0,0,0,,,,4,9,25,4,1,3,1987,1104019870531,05,we,,,1104019870531009,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1540,1,20,52.977337806,19873498605we,,0,1104019870531009,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111663,0,1,2,,1,1,11,11,Y,0,0,,5,1104019870531010,663,6,6,0,4,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531010,1,4,0,8,1,,,08MAR92:09:17,2,1,1,,,,8791030402,,1,88,8,1600,1,29,34.986023294,19873498605we,,0,1104019870531010,05/05/2021
,ATLANTIC COD,19873498605we,110401987053111633,0,1,2,,1,1,11,11,Y,4,4,,5,1104019870531011,633,6,6,0,1,0,,,,4,9,9,4,1,3,1987,1104019870531,05,we,,,1104019870531011,1,1,0,8,9,,,08MAR92:09:17,2,1,1,,,,8791030402,,1,88,8,1615,1,40,36.53414356,19873498605we,,0,1104019870531011,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511695,0,2,5,,1,1,11,9,O,0,10,,6,1083319870525001,695,6,6,0,3,0,,,,4,9,25,4,1,3,1987,1083319870525,05,we,,,1083319870525001,1,3,0,8,9,,,08MAR92:09:17,8,1,1,,,,8857042001,,1,88,8,1030,1,34,161.27253149,19873498605we,,0,1083319870525001,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511695,0,2,5,,1,1,11,7,Y,12,40,,2,1083319870525002,695,6,6,0,2,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525002,1,1,0,8,9,,,08MAR92:09:17,8,1,1,,,,8857042001,,1,88,8,1100,0,30,106.50373871,19873498605we,,0,1083319870525002,05/05/2021
TAUTOG,WINTER FLOUNDER,19873498605we,108331987052511695,0,2,5,,1,1,11,11,Y,5,10,,4.5,1083319870525003,695,6,6,0,8,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525003,1,1,0,8,1,,,08MAR92:09:17,8,1,1,,,,8857042001,8839010101,1,88,8,1110,0,25,106.50373871,19873498605we,,0,1083319870525003,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511695,,2,5,,2,1,11,11,Y,0,0,,1,1083319870525004,695,6,6,0,0,0,,,,4,9,9,4,2,3,1987,1083319870525,05,we,,,1083319870525004,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1130,0,17,106.50373871,19873498605we,,0,1083319870525004,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,1,2,11,13,Y,3,30,,5,1083319870525005,643,6,6,0,10,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525005,1,10,0,8,1,,,08MAR92:09:17,8,2,1,,,,8857042001,,1,88,2,1215,0,40,101.99068379,19873498605we,,0,1083319870525005,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,,2,5,,3,0,11,13,Y,1,3,,5,1083319870525006,643,6,6,0,0,1,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525006,,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1225,0,42,101.99068379,19873498605we,,0,1083319870525005,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,,2,5,,2,1,11,11,Y,7,30,,6,1083319870525007,643,7,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525007,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1305,0,34,720.32854192,19873498605we,,0,1083319870525007,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,,2,5,,2,1,11,11,Y,1,1,,6,1083319870525008,643,7,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525008,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1310,0,32,720.32854192,19873498605we,,0,1083319870525008,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,1,1,11,11,Y,9,30,,4,1083319870525009,643,6,6,0,1,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525009,1,1,0,8,9,,,08MAR92:09:17,8,1,1,,,,8857042001,,1,88,8,1320,0,47,101.99068379,19873498605we,,0,1083319870525009,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,1,3,11,3,Y,30,100,,5,1083319870525010,643,6,6,0,6,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525010,1,6,0,8,9,,,08MAR92:09:17,8,2,1,,,,8857042001,,1,88,2,1330,1,80,101.99068379,19873498605we,,0,1083319870525010,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,,2,5,,3,0,11,3,Y,1,30,,5,1083319870525011,643,6,6,0,0,1,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525011,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1345,1,81,101.99068379,19873498605we,,0,1083319870525010,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,,2,5,,3,0,11,3,Y,0,2,,5,1083319870525012,643,6,6,0,0,1,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525012,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1405,1,53,101.99068379,19873498605we,,0,1083319870525010,05/05/2021
,TAUTOG,19873498605we,108331987052511643,0,2,5,,1,2,11,1,O,0,0,,8,1083319870525013,643,6,6,1,4,0,,,,4,9,23,4,1,3,1987,1083319870525,05,we,,,1083319870525013,1,,,8,1,,,08MAR92:09:17,8,2,1,,,,8839010101,,1,88,2,1425,0,29,154.43867007,19873498605we,,0,1083319870525013,05/05/2021
,TAUTOG,19873498605we,108331987052511643,,2,5,,3,0,11,27,O,0,0,,8,1083319870525014,643,6,6,0,0,1,,,,4,9,25,4,1,3,1987,1083319870525,05,we,,,1083319870525014,,,,8,1,,,08MAR92:09:17,8,8,1,,,,8839010101,,1,88,8,1425,0,33,154.43867007,19873498605we,,0,1083319870525013,05/05/2021
,TAUTOG,19873498605we,108331987052511643,,2,5,,2,1,11,3,Y,35,110,,7,1083319870525015,643,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525015,,,,8,9,,,08MAR92:09:17,8,8,1,,,,8839010101,,1,88,8,1500,0,25,101.99068379,19873498605we,,0,1083319870525015,05/05/2021
TAUTOG,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,1,1,11,3,Y,3,3,,5,1083319870525016,643,6,6,0,6,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525016,1,1,0,8,1,,,08MAR92:09:17,8,1,1,,,,8857042001,8839010101,1,88,8,1510,0,19,101.99068379,19873498605we,,0,1083319870525016,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,1,1,11,27,O,0,0,,5,1083319870525017,643,6,6,0,3,0,,,,4,9,25,4,1,3,1987,1083319870525,05,we,,,1083319870525017,1,3,0,8,9,,,08MAR92:09:17,8,1,1,,,,8857042001,,1,88,8,1545,0,24,154.43867007,19873498605we,,0,1083319870525017,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,2,1,11,11,Y,10,30,,9,1083319870525018,643,6,6,2,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525018,1,0,5,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1630,0,43,101.99068379,19873498605we,,0,1083319870525018,05/05/2021
,WINTER FLOUNDER,19873498605we,108331987052511643,0,2,5,,2,1,11,11,Y,1,1,,9,1083319870525019,643,6,6,2,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525019,1,0,2,8,9,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1647,0,22,101.99068379,19873498605we,,0,1083319870525019,05/05/2021
,,19873498605we,108331987052511643,,2,5,,2,1,11,11,Y,0,30,,3,1083319870525020,643,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870525,05,we,,,1083319870525020,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1653,0,41,101.99068379,19873498605we,,0,1083319870525020,05/05/2021
,WINTER FLOUNDER,19873498606we,108331987060611651,0,2,5,,1,1,11,3,Y,10,30,,6,1083319870606001,651,7,6,0,6,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606001,1,6,0,8,9,,,08MAR92:09:17,8,1,1,,,,8857042001,,1,88,8,1105,0,47,598.7047274,19873498606we,,0,1083319870606001,05/05/2021
,,19873498606we,108331987060611651,,2,5,,2,1,11,11,Y,20,70,,4.5,1083319870606005,651,6,6,0,0,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606005,,,,8,9,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1230,1,34,106.50373871,19873498606we,,0,1083319870606005,05/05/2021
,BLUEFISH,19873498606we,108331987060611651,0,2,5,,1,2,11,3,Y,1,40,,6,1083319870606007,651,7,6,1,7,0,,,,4,9,9,4,1,3,1987,1083319870606,06,we,,,1083319870606007,1,7,0,8,1,,,08MAR92:09:17,8,2,1,,,,8835250101,,1,88,2,1320,0,37,598.7047274,19873498606we,,0,1083319870606007,05/05/2021
